query_id,doc_id,rank,score
0,31715818,1,0.613600492477417
0,21456232,2,0.5885454416275024
0,17388232,3,0.5721625685691833
0,29638116,4,0.48725008964538574
0,4346436,5,0.4660279452800751
0,11172205,6,0.4651164412498474
0,5764562,7,0.45815956592559814
0,10628767,8,0.4503951072692871
0,33986200,9,0.44094914197921753
0,21874414,10,0.4384889602661133
0,927561,11,0.43743813037872314
0,17327939,12,0.4314737617969513
0,8386609,13,0.4289518892765045
0,18568804,14,0.4271434247493744
0,16736872,15,0.42274102568626404
0,3874000,16,0.42216628789901733
0,2056197,17,0.4218522310256958
0,6219790,18,0.417938232421875
0,9730755,19,0.40994182229042053
0,41982985,20,0.4052312672138214
0,502797,21,0.40367740392684937
0,6863070,22,0.40301308035850525
0,25435456,23,0.4022594094276428
0,43990286,24,0.4018822908401489
0,1469751,25,0.3939293920993805
0,4340509,26,0.3861143887042999
0,1922901,27,0.3840751647949219
0,96222213,28,0.3748153746128082
0,16532419,29,0.3742814064025879
0,9580772,30,0.36672425270080566
0,18758057,31,0.3667088747024536
0,25404036,32,0.365739643573761
0,23141360,33,0.3630097806453705
0,4423327,34,0.36201274394989014
0,5944514,35,0.36105847358703613
0,82665667,36,0.3601715564727783
0,20101846,37,0.3586559295654297
0,51728753,38,0.3583882451057434
0,11884867,39,0.35820508003234863
0,40145839,40,0.35535097122192383
0,20279166,41,0.35426175594329834
0,16962732,42,0.35190680623054504
0,37722384,43,0.34898918867111206
0,20758340,44,0.3487895727157593
0,19855358,45,0.3475913107395172
0,37437064,46,0.34393492341041565
0,12800122,47,0.34379512071609497
0,8290953,48,0.3376159071922302
0,12370190,49,0.3346211314201355
0,16057926,50,0.33443593978881836
0,24825841,51,0.3327683210372925
0,14083283,52,0.33163362741470337
0,38037690,53,0.3315013647079468
0,121581019,54,0.329518586397171
0,15176526,55,0.3286568522453308
0,12824568,56,0.32701390981674194
0,24512417,57,0.3261882960796356
0,13963620,58,0.32488468289375305
0,15337254,59,0.32443973422050476
0,6308416,60,0.3240252733230591
0,28071965,61,0.32372912764549255
0,26899920,62,0.3218911290168762
0,2121272,63,0.321100652217865
0,10212612,64,0.3204860985279083
0,25950264,65,0.320038378238678
0,5567223,66,0.31994983553886414
0,17208742,67,0.31809577345848083
0,4343437,68,0.3177297115325928
0,23160444,69,0.31671059131622314
0,6190603,70,0.3164626657962799
0,27049238,71,0.3156294524669647
0,10931595,72,0.3149048686027527
0,7583104,73,0.31478920578956604
0,40212412,74,0.3144228458404541
0,8182950,75,0.313900351524353
0,121001457,76,0.31370967626571655
0,4435369,77,0.31359952688217163
0,1031534,78,0.3086203336715698
0,9769684,79,0.3076016306877136
0,3981613,80,0.30741119384765625
0,15327601,81,0.3069625496864319
0,4784069,82,0.3061946928501129
0,3437084,83,0.30563437938690186
0,14174055,84,0.30468782782554626
0,13592721,85,0.3037548065185547
0,22867765,86,0.30142709612846375
0,4346731,87,0.3006201982498169
0,28386343,88,0.30047568678855896
0,94109411,89,0.2998712956905365
0,18909530,90,0.29964950680732727
0,11419230,91,0.29897043108940125
0,58050905,92,0.29883575439453125
0,32532238,93,0.2985149621963501
0,29641682,94,0.2973513603210449
0,59453688,95,0.2962859570980072
0,13936152,96,0.2947651743888855
0,33904473,97,0.29453837871551514
0,6477740,98,0.2939876616001129
0,4452318,99,0.2928088307380676
0,21387297,100,0.2926291823387146
2,13734012,1,0.6403684020042419
2,21550246,2,0.528030276298523
2,27063470,3,0.47766751050949097
2,18617259,4,0.47349220514297485
2,1583041,5,0.449246883392334
2,20008796,6,0.438931941986084
2,1292369,7,0.4384061098098755
2,3078080,8,0.435424268245697
2,42240424,9,0.43470320105552673
2,29955650,10,0.43153566122055054
2,23124332,11,0.4201638698577881
2,23389795,12,0.41479337215423584
2,3413083,13,0.4137679934501648
2,841371,14,0.41225966811180115
2,5850219,15,0.4120677709579468
2,4414547,16,0.40355122089385986
2,15570962,17,0.40150007605552673
2,19945096,18,0.399951696395874
2,5372432,19,0.3980417847633362
2,11349166,20,0.39563775062561035
2,1649738,21,0.38505464792251587
2,695938,22,0.36563539505004883
2,19140422,23,0.36287736892700195
2,27873158,24,0.36120715737342834
2,5448119,25,0.35970622301101685
2,25742130,26,0.358039915561676
2,39334724,27,0.35468316078186035
2,27446873,28,0.3532535135746002
2,46695481,29,0.35298413038253784
2,1388704,30,0.3502068817615509
2,8512633,31,0.3483040928840637
2,76415938,32,0.3467560410499573
2,5114282,33,0.3458986282348633
2,12130200,34,0.33969640731811523
2,21186109,35,0.3387996554374695
2,28617573,36,0.3386985659599304
2,5433667,37,0.3374974727630615
2,6561200,38,0.3360104560852051
2,24512064,39,0.33513036370277405
2,15879544,40,0.3347198963165283
2,11238951,41,0.33413437008857727
2,6748318,42,0.3337167501449585
2,17333231,43,0.33117035031318665
2,5735492,44,0.32837846875190735
2,23841828,45,0.32679247856140137
2,15983982,46,0.3244371712207794
2,5548081,47,0.3228721618652344
2,27466734,48,0.3218834400177002
2,5151024,49,0.32171133160591125
2,14729253,50,0.32125768065452576
2,5835149,51,0.3206343352794647
2,8670178,52,0.3167419135570526
2,12471115,53,0.3162829279899597
2,3580005,54,0.31472665071487427
2,25261168,55,0.3135715126991272
2,19961177,56,0.3133965730667114
2,23203102,57,0.3130177855491638
2,23126677,58,0.3129786252975464
2,20610390,59,0.31293177604675293
2,43629704,60,0.3123643398284912
2,17821387,61,0.31027016043663025
2,18670,62,0.3100028336048126
